RegionName,State,2015,2016,2017,2018,2019
St. Landry Parish, LA,3282415,3227175,3256808,3360773,3442763
St. Lawrence County, NY,3754031,3801023,4027756,4104718,4276958
St. Louis County, MN,8698738,8650460,8956358,9396731,9698354
St. Louis County, MO,62814798,66029815,65957630,70745695,72593319
St. Louis City, MO,13389925,13427464,13716424,14209583,14488317
St. Lucie County, FL,10695585,11538691,12038274,12778825,13501095
St. Martin Parish, LA,2042568,1925917,1929783,2037165,2086617
St. Mary Parish, LA,2100914,1896241,1892319,1972716,2010738
St. Mary's County, MD,5798401,5971637,6135724,6404219,6649699
St. Tammany Parish, LA,13870916,13924356,15050659,16655542,17171423
Stafford County, KS,200412,195175,185771,198340,231193
Stafford County, VA,7150510,7443143,7793532,8205255,8614305
Stanislaus County, CA,21651651,22435251,23200411,23915119,25188224
Stanley County, SD,186913,181502,192232,178982,193938
Stanly County, NC,2105862,2202602,2324707,2412820,2522107
Stanton County, NE,249601,245141,244022,261205,271542
Stanton County, KS,129599,121914,123676,125593,152138
Stark County, OH,15640597,15632085,16151568,16725169,17211386
Stark County, ND,2262900,1816361,1810625,1899952,2013464
Stark County, IL,216251,226940,231534,241286,227371
Starke County, IN,737620,754019,776992,803023,819727
Starr County, TX,1568568,1578251,1635119,1727463,1791172
Ste. Genevieve County, MO,641721,647602,679687,733195,748003
Stearns County, MN,6762963,6784410,7157617,7470095,7721594
Steele County, MN,1549776,1574774,1670051,1715472,1780396
Steele County, ND,92598,107388,97510,105070,109185
Stephens County, TX,403588,352483,334899,404721,411828
Stephens County, OK,1880217,1695396,1688975,1819466,1886348
Stephens County, GA,955600,953501,989666,1007814,1019748
Stephenson County, IL,1797766,1826784,1834706,1898276,1912518
Sterling County, TX,74494,71653,74502,79229,79939
Steuben County, IN,1285920,1331950,1419005,1498206,1551678
Steuben County, NY,3988384,4001914,4196823,4336825,4502999
Stevens County, KS,225950,219903,219438,234005,271725
Stevens County, WA,1550070,1608362,1677562,1784962,1868398
Stevens County, MN,476620,444559,456913,460118,497075
Stewart County, GA,124784,127780,134281,141945,152822
Stewart County, TN,503021,510328,524708,539585,564447
Stillwater County, MT,440952,451407,477132,497695,519828
Stoddard County, MO,1060912,1090478,1087600,1049064,1084510
Stokes County, NC,1546079,1577415,1647620,1712121,1770532
Stone County, MS,546237,550736,565735,588235,611845
Stone County, MO,1077762,1120417,1174457,1204224,1253330
Stone County, AR,363592,359382,372740,382483,395107
Stonewall County, TX,69691,69513,80452,81895,79030
Storey County, NV,167348,180789,213179,230711,245848
Story County, IA,3780302,3819109,3911314,4127892,4238524
Strafford County, NH,5767173,5997827,6271371,6575667,6843422
Stutsman County, ND,1015437,1026594,1037536,1080883,1098665
Sublette County, WY,513547,464668,490754,542195,539227
Suffolk City, VA,4234611,4351229,4506558,4728834,4949924
Suffolk County, NY,90091545,93413025,97380620,101982447,106183846
Suffolk County, MA,52716119,57163903,61487761,65295615,67118023
Sullivan County, TN,6081587,6210060,6447539,6765060,6905572
Sullivan County, MO,225511,225600,233278,236718,253853
Sullivan County, PA,263401,258278,267901,280093,287864
Sullivan County, NH,2002825,2104303,2146366,2274776,2334832
Sullivan County, IN,671524,691507,707979,739390,761917
Sullivan County, NY,3091267,3151952,3332532,3469293,3677559
Sully County, SD,92245,84222,101205,106202,101883
Summers County, WV,401905,393413,414883,425979,439208
Summit County, CO,1785262,1885929,1986192,2140148,2216640
Summit County, OH,25151025,25563784,26583448,27798055,28629409
Summit County, UT,4470146,4779851,5204809,6116123,6377651
Sumner County, TN,7641654,8055069,8582918,9111698,9604892
Sumner County, KS,834705,842295,853770,895158,971070
Sumter County, GA,1006680,1018001,1060393,1067960,1120032
Sumter County, AL,395404,397324,398131,400233,410208
Sumter County, FL,4701159,5189676,5592394,6096685,6407369
Sumter County, SC,3805565,3839608,3948139,4109063,4270900
Sunflower County, MS,736272,787837,789073,810886,799659
Surry County, VA,273602,265132,280932,287453,286722
Surry County, NC,2551839,2600359,2683488,2754115,2837258
Susquehanna County, PA,1671095,1647407,1749098,1819959,1884828
Sussex County, VA,331755,329020,341769,348048,361366
Sussex County, NJ,7966215,8090605,8302076,8610758,8960828
Sussex County, DE,10277708,10492197,11040820,11761149,12199649
Sutter County, CA,3947199,4079715,4157433,4371932,4616298
Sutton County, TX,254799,212439,224752,237647,232776
Suwannee County, FL,1418377,1371892,1433682,1493538,1504932
Swain County, NC,499826,515714,543983,552893,582524
Sweet Grass County, MT,153270,153996,163075,172279,181583
Sweetwater County, WY,2212397,2099942,2205395,2372270,2423098
Swift County, MN,507435,462879,464438,474597,489364
Swisher County, TX,424925,339552,379934,377814,383008
Switzerland County, IN,297114,299195,311655,334209,345904
Talbot County, MD,2504913,2551290,2593176,2689873,2777842
Talbot County, GA,199829,209025,214705,213256,221194
Taliaferro County, GA,55474,52352,54451,54989,57005
Talladega County, AL,2589375,2634680,2694655,2781484,2889208
Tallahatchie County, MS,377574,401676,413428,417109,420495
Tallapoosa County, AL,1529569,1565807,1601767,1660176,1715941
Tama County, IA,731643,738427,740665,778289,824542
Taney County, MO,1834137,1874368,1908146,1980705,2057828
Tangipahoa Parish, LA,4554443,4703305,4871942,5047372,5228657
Taos County, NM,1154896,1185987,1204377,1245782,1269978
Tarrant County, TX,94233495,94368170,101519638,107307154,112046590
Tate County, MS,920546,953624,972072,1008943,1043236
Tattnall County, GA,716501,695170,737295,752034,735983
Taylor County, WV,599466,603680,647641,684454,695559
Taylor County, TX,5787401,5724348,5865862,6283596,6597086
Taylor County, FL,620648,613566,633229,660288,669802
Taylor County, GA,228016,256854,240182,247852,263063
Taylor County, WI,782233,762869,786284,806874,851513
Taylor County, KY,823687,837409,865801,878397,915976
Taylor County, IA,242031,229393,246557,258173,276014
Tazewell County, IL,5939789,5999264,6015037,6326443,6394412
Tazewell County, VA,1486987,1434486,1536111,1567827,1594420
Tehama County, CA,2363202,2422791,2564435,2654778,2816049
Telfair County, GA,318255,321428,328510,334465,341549
Teller County, CO,1081434,1119336,1176800,1233839,1300023
Tensas Parish, LA,146931,164574,176017,174922,179095
Terrebonne Parish, LA,4805703,4420297,4418280,4564185,4668895
Terrell County, TX,42324,40959,37814,37800,38483
Terrell County, GA,328978,334019,335921,348075,372415
Terry County, TX,411732,386696,431637,427068,465616
Teton County, MT,271213,261725,249943,291242,306368
Teton County, WY,4536902,4782554,5318359,5355156,5392611
Teton County, ID,353068,400553,431509,464309,496741
Texas County, OK,1237520,1092260,1154142,1170657,1232000
Texas County, MO,678720,677930,706167,722222,752247
Thayer County, NE,281619,269918,260379,270256,281492
Thomas County, NE,52581,42103,35115,38690,40403
Thomas County, GA,1829605,1833071,1914462,1996071,2054676
Thomas County, KS,322176,337107,343175,369339,408607
Throckmorton County, TX,68551,55941,52229,57456,62223
Thurston County, WA,12264741,12894517,13612403,14437014,15348436
Thurston County, NE,277218,261765,257901,269515,286553
Tift County, GA,1490217,1441200,1469553,1536783,1597992
Tillamook County, OR,1008122,1072333,1147388,1185998,1240385
Tillman County, OK,254302,231618,255256,255926,280386
Tioga County, NY,2043369,2053216,2152172,2170335,2264046
Tioga County, PA,1551895,1533639,1568303,1630781,1704411
Tippah County, MS,672752,694283,716058,742534,771858
Tippecanoe County, IN,6568932,6764219,7077761,7557753,7736221
Tipton County, TN,2171456,2232723,2306437,2401800,2495593
Tipton County, IN,635756,659883,670213,705198,717897
Tishomingo County, MS,588621,610321,618775,654579,675905
Titus County, TX,1096613,1062286,1107553,1182441,1214043
Todd County, KY,457866,430162,453753,451605,468555
Todd County, SD,243527,239731,249049,260393,266357
Todd County, MN,924725,904893,998753,1042000,1084698
Tolland County, CT,7911317,8065187,8154352,8371838,8637429
Tom Green County, TX,5002843,4916784,5149661,5597556,5826055
Tompkins County, NY,4239590,4232087,4489721,4621168,4750972
Tooele County, UT,2054756,2200475,2364981,2582889,2778055
Toole County, MT,212860,208872,207024,242915,266269
Toombs County, GA,913587,926390,926030,962572,996553
Torrance County, NM,462825,464755,471119,494514,517104
Towner County, ND,94102,111461,120754,156578,136879
Towns County, GA,377654,399698,418776,451701,471617
Traill County, ND,354734,372188,382351,400131,427030
Transylvania County, NC,1222448,1294541,1348095,1411180,1461870
Traverse County, MN,212050,188470,186473,187804,197283
Travis County, TX,68627364,71206874,78809498,86117566,91299737
Treasure County, MT,37086,36692,30522,37565,42841
Trego County, KS,134279,128079,125000,136143,150220
Trempealeau County, WI,1260772,1222745,1255206,1315617,1340672
Treutlen County, GA,186549,187329,196757,199424,204836
Trigg County, KY,508725,507214,524067,529453,551358
Trimble County, KY,293508,292703,305227,320566,333760
Trinity County, TX,473982,485584,490613,511744,528344
Trinity County, CA,474720,481650,488465,517557,534037
Tripp County, SD,257301,237743,252847,279869,280219
Troup County, GA,2388809,2444705,2457006,2539446,2635332
Trousdale County, TN,284283,294956,313514,336287,359227
Trumbull County, OH,7638627,7752936,7934976,8158511,8315860
Tucker County, WV,265708,271809,282985,290356,294546
Tulare County, CA,17006585,17752145,18339648,18679327,19973932
Tulsa County, OK,40493825,34668300,37643952,40813778,42154762
Tunica County, MS,307989,328891,320456,324192,330618
Tuolumne County, CA,2318865,2431289,2474595,2560943,2660741
Turner County, GA,270393,257887,269418,272607,294138
Turner County, SD,495584,543326,466241,436193,456469
Tuscaloosa County, AL,7406154,7539351,7852975,8194080,8509809
Tuscarawas County, OH,3737616,3700010,3857800,4037153,4157738
Tuscola County, MI,1922904,1884817,1895261,1950634,2020611
Twiggs County, GA,286885,292746,308693,333262,350487
Twin Falls County, ID,3032865,3131090,3324034,3506187,3681817
Tyler County, WV,292413,294608,314488,335501,342465
Tyler County, TX,657832,663822,663935,687568,714706
Tyrrell County, NC,114688,123987,132578,124838,131373
Uinta County, WY,811398,780347,784264,820311,847702
Uintah County, UT,1162801,1035972,1062917,1121917,1152102
Ulster County, NY,8027008,8288975,8678802,9026113,9412460
Umatilla County, OR,2779260,2885447,2968166,3145236,3268316
Unicoi County, TN,607207,598683,616501,645521,666638
Union County, NM,147875,155917,149639,151414,153279
Union County, AR,1677363,1587889,1713058,1714127,1750803
Union County, TN,555072,577431,599906,631615,656148
Union County, OR,962143,978484,1025091,1091361,1119594
Union Parish, LA,814569,812252,846686,900151,894074
Union County, IL,666874,681592,688895,712692,724252
Union County, GA,740297,778829,829247,878698,921326
Union County, IA,472539,460840,478938,503996,520608
Union County, NC,10393212,10919784,11500205,12216381,12812641
Union County, MS,846388,864143,886332,914779,951674
Union County, FL,300314,302527,321810,332333,341919
Union County, KY,483354,470840,485860,494692,522721
Union County, NJ,33733910,34657948,36130056,38009422,39425033
Union County, PA,1635514,1679454,1760927,1814244,1859809
Union County, OH,2543116,2705971,3055582,3393731,3528159
Union County, SD,1387714,1410290,1572189,1818207,1864923
Union County, SC,839008,835474,863008,904153,938068
Union County, IN,243216,255449,266012,277984,286812
Upshur County, WV,776977,747088,770038,813199,856324
Upshur County, TX,1421609,1378354,1424321,1513369,1568358
Upson County, GA,853343,881380,894288,932985,964714
Upton County, TX,163256,142323,155231,162082,172310
Utah County, UT,20421646,22057569,23588869,25649738,27354876
Uvalde County, TX,1048011,1006183,1049467,1067671,1099483
Val Verde County, TX,1663986,1673014,1700610,1780091,1879200
Valdez-Cordova CA, AK,546595,536019,553316,567261,590791
Valencia County, NM,2352615,2411104,2459113,2569201,2681320
Valley County, NE,186559,192816,188275,197346,206685
Valley County, ID,455737,480252,517324,556461,581998
Valley County, MT,329890,319950,344383,344392,353758
Van Buren County, TN,169514,167160,168886,175992,185722
Van Buren County, MI,2823409,2889389,2962917,3068729,3161256
Van Buren County, AR,499364,486954,491966,505582,524432
Van Buren County, IA,267324,267511,277049,289442,302244
Van Wert County, OH,1072109,1093834,1145774,1200003,1220526
Van Zandt County, TX,1861154,1931789,2035824,2144059,2241467
Vance County, NC,1429954,1459685,1485718,1516817,1571115
Vanderburgh County, IN,7687826,7717783,7968796,8249666,8570551
Venango County, PA,2014228,2028240,2054532,2148913,2220387
Ventura County, CA,46970746,48525841,50067967,52500391,54749053
Vermilion County, IL,2882836,2863146,2937597,3004944,3038613
Vermilion Parish, LA,2358117,2186403,2223108,2349974,2394556
Vermillion County, IN,540751,553146,575398,580580,598734
Vernon County, WI,1150784,1155232,1199725,1259674,1312335
Vernon Parish, LA,1940040,1919342,1956031,1993905,2027822
Vernon County, MO,704505,692201,715314,710104,734956
Victoria County, TX,4145427,3875880,4081404,4317724,4506415
Vigo County, IN,3785968,3860715,4021617,4100031,4220734
Vilas County, WI,1033052,1074246,1122597,1177075,1214824
Vinton County, OH,398093,404289,421400,438127,450130
Virginia Beach City, VA,23857409,24286519,25213295,26092866,26910910
Volusia County, FL,19699562,20820903,22062664,23409596,24444162
Wabash County, IN,1243256,1259019,1277148,1327027,1362432
Wabash County, IL,462824,465180,482385,490253,496486
Wabasha County, MN,951023,951674,1006922,1046968,1082251
Wabaunsee County, KS,319020,324488,332958,349819,365308
Wadena County, MN,508739,505860,525074,546196,557619
Wagoner County, OK,2829635,2890830,2994885,3149058,3320738
Wahkiakum County, WA,158367,166395,174859,190480,199813
Wake County, NC,54919508,57551148,60334650,65964030,69222569
Wakulla County, FL,1011723,1071584,1130292,1204663,1270613
Waldo County, ME,1445758,1480701,1544789,1642873,1739255
Walker County, TX,1862612,1924835,1960265,2099425,2177308
Walker County, AL,2441433,2417253,2512197,2619627,2698204
Walker County, GA,2074550,2123482,2212374,2311281,2377288
Walla Walla County, WA,2487812,2538208,2661237,2814320,2943477
Wallace County, KS,64965,68509,66259,79195,98374
Waller County, TX,1769024,1866782,1999819,2200573,2345508
Wallowa County, OR,286631,292413,302618,317138,331884
Walsh County, ND,483286,509932,521283,543179,553277
Walthall County, MS,445621,430750,456900,457516,455871
Walton County, FL,3285349,3641080,4021254,4524055,4776167
Walton County, GA,3188502,3357737,3575988,3835564,4011288
Walworth County, SD,239245,241949,248677,254642,253211
Walworth County, WI,4527689,4681118,4915121,5158927,5317609
Wapello County, IA,1263779,1269663,1315022,1356032,1410783
Ward County, TX,465444,417757,468023,579804,646330
Ward County, ND,3836536,3525988,3508028,3666886,3793831
Ware County, GA,1103911,1147340,1184294,1209428,1247638
Warren County, NC,559143,559759,568820,578900,599364
Warren County, NJ,5459452,5515677,5673630,5851275,6090166
Warren County, IL,639105,662133,670924,706423,695159
Warren County, GA,172385,172012,175591,182288,191388
Warren County, MS,1729084,1761240,1782305,1831120,1865238
Warren County, TN,1313650,1333059,1374744,1411667,1463386
Warren County, MO,1245701,1303927,1360283,1437879,1520364
Warren County, IN,319687,333929,340472,368410,373594
Warren County, OH,11851936,12477675,13154153,13871775,14571287
Warren County, NY,3021548,3108025,3269507,3391951,3528483
Warren County, IA,2202345,2351214,2461398,2575938,2664716
Warren County, PA,1557909,1554378,1600092,1657629,1700934
Warren County, KY,4468300,4585073,4750373,4881776,5085624
Warren County, VA,1637448,1726213,1774796,1855941,1925126
Warrick County, IN,3120547,3224699,3392038,3533568,3687871
Wasatch County, UT,1252565,1466788,1631529,1899762,2031291
Wasco County, OR,1010082,1061189,1104349,1140822,1163239
Waseca County, MN,890946,814798,805836,794847,823809
Washakie County, WY,366600,356119,361927,388414,395988
Washburn County, WI,681093,686131,719278,749648,777449
Washington County, OK,2754563,2636940,3043988,3285832,3442274
Washington County, NC,399639,402110,410998,418283,434025
Washington County, ID,337930,333670,342543,354391,369962
Washington County, IL,585505,595264,629727,670524,676853
Washington Parish, LA,1451111,1455915,1497685,1553602,1604957
Washington County, PA,10963362,10961983,11564852,12067229,12472842
Washington County, RI,7333210,7547362,7737305,8207056,8500068
Washington County, TN,5026532,5148089,5360087,5613321,5769260
Washington County, MN,15070381,15719102,16617738,17390473,17983595
Washington County, AR,8277459,8617072,9110248,9427459,9807870
Washington County, AL,577139,578366,587225,600979,617724
Washington County, OR,30788998,32195324,34429415,36978789,38527576
Washington County, IN,980030,977239,1014120,1082160,1114677
Washington County, ME,1193242,1200462,1209488,1248278,1289495
Washington County, IA,1154425,1123433,1210835,1314445,1365010
Washington County, MD,6431533,6628397,6793887,7076388,7348531
Washington County, OH,2402416,2387669,2452082,2616259,2653009
Washington County, KS,226063,230407,228971,250000,281876
Washington County, KY,412528,417731,436354,448624,462147
Washington County, MS,1645281,1663972,1668524,1694353,1709917
Washington County, WI,6989237,7157954,7530005,7902332,8159139
Washington County, FL,663126,684519,711583,742454,771019
Washington County, VT,3192244,3292622,3348771,3450742,3526058
Washington County, UT,5115741,5548089,6146500,6871840,7259617
Washington County, NY,2228932,2268281,2400922,2460022,2581625
Washington County, MO,683281,685985,709253,732244,754024
Washington County, CO,203164,188447,187461,196467,214801
Washington County, TX,1692300,1646035,1735084,1918708,1999888
Washington County, NE,1035947,1045243,1097421,1150828,1201489
Washington County, GA,663468,671115,702362,722007,739997
Washita County, OK,387431,347136,370493,389412,394512
Washoe County, NV,22484824,23769090,26073579,28759265,29875442
Washtenaw County, MI,18972715,19813370,20768333,21734133,22365853
Watauga County, NC,1761258,1849726,1950665,2074160,2175149
Watonwan County, MN,443077,447529,472284,493971,530512
Waukesha County, WI,25936280,26884032,27650657,29052361,29859495
Waupaca County, WI,2197791,2200057,2234599,2328366,2398293
Waushara County, WI,925636,916872,943445,988257,1039904
Wayne County, MI,69248463,71043559,71795760,75595914,77866868
Wayne County, WV,1236720,1227421,1280588,1351906,1371605
Wayne County, OH,4640789,4711565,4942234,5190041,5371222
Wayne County, IA,250780,243035,257996,275347,287357
Wayne County, NY,3758415,3846023,4065869,4133665,4305806
Wayne County, UT,91522,93277,102877,109228,115018
Wayne County, IN,2498119,2560973,2629080,2738860,2823558
Wayne County, NC,4413573,4428393,4596723,4735428,4912230
Wayne County, MO,372370,381770,387662,384784,398161
Wayne County, TN,436973,419856,440353,466617,482211
Wayne County, GA,879962,870705,900554,948976,976605
Wayne County, IL,592301,580714,598948,627488,641982
Wayne County, PA,1980231,2043666,2125510,2241090,2322619
Wayne County, MS,675121,640343,690501,708427,705626
Wayne County, NE,362458,362427,385930,404799,421187
Wayne County, KY,560868,555554,570902,584976,588341
Weakley County, TN,1135034,1144105,1178323,1219258,1281958
Webb County, TX,7952911,8043545,8303654,8663833,8981800
Weber County, UT,9002538,9430948,10041593,10717887,11373189
Webster County, WV,236050,227140,227775,233517,238132
Webster County, MS,343146,353985,363213,369440,385561
Webster Parish, LA,1445383,1456739,1491948,1537081,1566570
Webster County, KY,501736,489788,509761,509593,517225
Webster County, MO,1140065,1168483,1213979,1263059,1321850
Webster County, NE,210864,197060,160349,172818,184311
Webster County, IA,1630884,1640473,1595573,1669112,1744487
Webster County, GA,77744,79001,82465,83907,90462
Weld County, CO,12554457,12935823,13605424,15122272,16288858
Wells County, ND,208919,210615,212902,235266,227327
Wells County, IN,1083404,1096209,1132701,1185014,1212669
West Baton Rouge Parish, LA,1143452,1172638,1196457,1240561,1274138
West Carroll Parish, LA,335275,360362,363859,387125,358180
West Feliciana Parish, LA,518572,544531,559847,589260,606005
Westchester County, NY,90889158,93747159,100661474,105848661,109790050
Westmoreland County, VA,691947,722751,752683,783973,824769
Westmoreland County, PA,16759592,16876524,17330006,18122969,18749803
Weston County, WY,336749,303169,296021,311165,323176
Wetzel County, WV,492794,478328,515952,569053,555513
Wexford County, MI,1081820,1115080,1155193,1194923,1252423
Wharton County, TX,1706061,1662089,1726911,1799315,1879217
Whatcom County, WA,9307821,9722678,10284959,11139242,11672154
Wheatland County, MT,81318,79619,74616,79391,85072
Wheeler County, NE,101529,86532,49732,58833,64970
Wheeler County, OR,47536,48421,46756,50039,52438
Wheeler County, GA,143682,145740,150077,149401,152953
Wheeler County, TX,240030,207227,216733,223282,224025
White County, IN,940380,970299,983553,1049972,1060686
White County, TN,807834,823626,851731,884086,923184
White County, AR,2590469,2639077,2723898,2808492,2920327
White County, IL,615361,613770,652346,674648,684434
White County, GA,907528,932617,994259,1046473,1085269
White Pine County, NV,395186,384802,411049,427981,447973
Whiteside County, IL,2293334,2298045,2379062,2421074,2478237
Whitfield County, GA,3686274,3771129,3855433,4077776,4177431
Whitley County, IN,1340804,1390278,1448102,1541227,1581208
Whitley County, KY,1131027,1143685,1172078,1214956,1257032
Whitman County, WA,1715527,1731036,1864372,2066631,2137699
Wibaux County, MT,45312,39605,40557,40276,40774
Wichita County, TX,5302108,5239857,5458577,5655071,5881416
Wichita County, KS,153645,186796,145520,153046,182689
Wicomico County, MD,4031416,4069672,4221628,4289313,4408237
Wilbarger County, TX,502145,510502,530558,578635,591379
Wilcox County, AL,329791,337020,344117,354075,362050
Wilcox County, GA,230124,226310,241839,242346,253296
Wilkes County, GA,381918,387688,411137,420601,416930
Wilkes County, NC,2346588,2376842,2487750,2516982,2552684
Wilkin County, MN,331427,330723,338511,344482,354341
Wilkinson County, MS,248375,247179,250375,256508,265137
Wilkinson County, GA,304109,304822,307493,321425,331394
Will County, IL,32954055,33629877,34974502,36099935,37227675
Willacy County, TX,528046,527866,544163,589071,589147
Williams County, OH,1400466,1428803,1456772,1522309,1576641
Williams County, ND,2819414,2140731,2201956,2454361,2566990
Williamsburg County, SC,940120,951315,975230,1002459,1062662
Williamson County, TN,19424066,20243726,20721672,21491476,22661736
Williamson County, TX,22820662,24476307,26541438,28761014,31384616
Williamson County, IL,2785232,2803892,2869833,2974819,3055320
Wilson County, KS,369566,360311,362524,362856,379542
Wilson County, NC,3039293,3086888,3169304,3254241,3381579
Wilson County, TX,1940590,1982882,2100449,2261005,2372083
Wilson County, TN,5667901,6027955,6480496,6940960,7359412
Windham County, CT,4962370,5068742,5220311,5359794,5560969
Windham County, VT,2058607,2060939,2087166,2124223,2200756
Windsor County, VT,2909619,2951896,3043648,3179517,3281917
Winkler County, TX,319446,299090,360168,459998,509969
Winn Parish, LA,501771,481316,493272,512565,528189
Winnebago County, IL,11489538,11468570,11905320,12328708,12499155
Winnebago County, WI,7382861,7580226,7846139,8197668,8470908
Winnebago County, IA,454033,424888,435039,460871,474136
Winneshiek County, IA,967601,940709,938349,988820,1037615
Winona County, MN,2303607,2360434,2392275,2438832,2494520
Winston County, MS,594117,593614,624401,639221,653809
Winston County, AL,755715,764076,797979,817764,845340
Wirt County, WV,171795,169920,174167,185829,190228
Wise County, TX,2540937,2581710,2760121,2962461,3140164
Wolfe County, KY,214517,212911,220389,222928,226579
Wood County, TX,1578527,1582258,1647444,1733923,1812585
Wood County, WI,3154666,3190690,3275929,3384180,3507283
Wood County, WV,3345078,3296938,3386727,3707589,3737738
Wood County, OH,5614918,5756297,5900488,6185515,6386931
Woodbury County, IA,4188431,4296517,4256912,4462054,4653432
Woodford County, KY,1270567,1274773,1336585,1362783,1424712
Woodford County, IL,1888232,1921229,1921482,2031258,2044610
Woodruff County, AR,224669,223268,246148,242733,252182
Woods County, OK,429287,379903,364243,382917,390651
Woodson County, KS,112228,105449,108763,120708,132661
Woodward County, OK,886888,742016,738293,763681,771165
Worcester County, MA,42195212,43504370,45085472,46847603,48643462
Worcester County, MD,2882534,2885135,3020776,3066934,3148166
Worth County, IA,350774,325190,303613,307447,329744
Worth County, GA,637939,659455,685298,702497,748614
Worth County, MO,73229,67556,70648,71663,80546
Wrangell Cty&Bor, AK,116840,113093,114780,123877,123972
Wright County, IA,679315,613059,625708,690815,694149
Wright County, MN,5953756,6130902,6491467,6881021,7141540
Wright County, MO,557349,556259,568433,587643,607988
Wyandot County, OH,876306,896101,935108,991360,1010822
Wyandotte County, KS,6554687,5110684,5302442,5522944,5710214
Wyoming County, NY,1503299,1506704,1595317,1605511,1720948
Wyoming County, PA,1141748,1125669,1155237,1231438,1261969
Wyoming County, WV,640495,599713,621544,644289,638645
Wythe County, VA,956221,959382,993486,1018023,1052568
Yadkin County, NC,1302489,1315505,1365202,1405530,1462085
Yakima County, WA,9756483,10013091,10434635,11001031,11479279
Yakutat Cty&Bor, AK,38522,33508,34134,35944,38774
Yalobusha County, MS,423726,430632,440606,457883,465887
Yamhill County, OR,4096089,4312918,4582390,4876539,5086605
Yancey County, NC,563397,573101,600396,651376,683229
Yankton County, SD,973067,1000120,1061099,1133023,1163770
Yates County, NY,877339,907281,959064,967790,1018369
Yavapai County, AZ,7843808,8233333,8817942,9371726,9731391
Yazoo County, MS,749756,771900,774552,788094,821412
Yell County, AR,673280,665371,704087,730374,709807
Yellow Medicine County, MN,564290,507487,499567,524282,561965
Yellowstone County, MT,7560825,7586398,8068273,8424077,8721264
Yoakum County, TX,348533,314260,364199,366898,391489
Yolo County, CA,10660604,11034896,11372235,11821166,12375073
York County, PA,19792567,20489705,21367688,22342240,23164517
York County, SC,10307152,11142001,11997068,12870610,13652312
York County, ME,9300533,9667383,10147060,10743560,11259400
York County, NE,662983,636968,641038,677722,705464
Young County, TX,887406,827726,859121,899973,913684
Yuba County, CA,2825911,2948205,3043481,3221149,3424884
Yukon-Koyukuk CA, AK,273797,292276,297387,312290,316829
Yuma County, AZ,6435455,6741154,7116699,7408956,7818246
Yuma County, CO,510520,512984,442359,443028,492947
Zapata County, TX,426213,366983,386451,404234,410289
Zavala County, TX,331448,315647,324280,347014,364421
Ziebach County, SD,72872,66277,53285,56271,54956
